PID,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,Fence,MoSold,YrSold,SaleType,SaleCondition,Age,RemodAge,TotalSF,Remodeled,TotalBath,MSSubClass_cat,Street_type,Neighborhood_st,TotalOutdoorSF
528180070,319900,120,RL,61.0,7658,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,2,PConc,5,3,1,456.0,0.0,1296.0,GasA,4,Y,SBrkr,1.0,0.0,0,2,1,4,6,Typ,1,Attchd,2,2.0,3,Y,0,2,2010,WD ,Normal,5,5,3504.0,0,3.0,subclass120,DR,NridgHt_BURNHAM_DR,278
527451380,118000,160,RM,21.0,1680,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,281.0,2,CBlock,3,3,1,317.0,0.0,355.0,GasA,3,Y,SBrkr,0.0,1.0,1,3,1,2,7,Typ,0,Detchd,1,1.0,3,Y,0,5,2006,WD ,Normal,34,34,1890.0,0,2.0,subclass160,CT,BrDale_BARKLEY_CT,28
534152100,196000,60,RL,80.0,10421,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,2,CBlock,4,3,1,394.0,0.0,586.0,GasA,2,Y,SBrkr,0.0,0.0,1,3,1,2,7,Typ,1,Attchd,1,2.0,3,Y,3,3,2010,WD ,Normal,22,22,2694.0,0,2.5,subclass60,EAST,NWAmes_PRAIRIE_VIEW_EAST,450
534252070,103000,90,RL,0.0,10899,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,Slab,0,0,0,0.0,0.0,0.0,GasA,2,N,SBrkr,0.0,0.0,0,2,2,2,8,Typ,0,CarPort,1,3.0,3,Y,0,4,2007,WD ,Normal,43,43,1224.0,0,2.0,subclass90,AVE,NAmes_MELROSE_AVE,0
528290140,173000,60,RL,58.0,10852,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,4,3,1,786.0,0.0,173.0,GasA,4,Y,SBrkr,1.0,0.0,1,3,1,2,7,Typ,1,Attchd,3,2.0,3,Y,0,2,2006,WD ,Normal,6,6,2630.0,0,3.5,subclass60,DR,Gilbert_WELBECK_DR,38
527404180,97500,20,RL,60.0,7200,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,CBlock,3,3,1,20.0,620.0,224.0,GasA,2,Y,SBrkr,0.0,1.0,0,3,1,2,5,Typ,0,Detchd,1,2.0,3,Y,0,3,2006,WD ,Normal,35,35,1738.0,0,1.5,subclass20,AVE,NAmes_NIXON_AVE,63
904100190,88750,20,RL,50.0,4280,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,9,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,2,3,1,0.0,0.0,560.0,GasA,4,Y,FuseA,0.0,1.0,0,2,1,1,4,Typ,0,CarPort,1,1.0,3,Y,0,9,2009,WD ,Normal,63,8,1264.0,1,1.5,subclass20,AVE,Sawyer_IOWA_AVE,24
908228040,104900,50,RL,60.0,9738,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,BrkTil,3,3,1,392.0,0.0,392.0,GasA,3,Y,SBrkr,1.0,0.0,0,4,1,2,7,Typ,0,Attchd,1,1.0,3,Y,0,3,2006,WD ,Normal,82,56,2005.0,1,2.0,subclass50,ST,Edwards_LETTIE_ST,236
902104060,96500,50,RM,55.0,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,BrkTil,3,2,1,0.0,0.0,576.0,GasA,3,Y,SBrkr,0.0,0.0,0,3,1,2,7,Min2,0,No_Garage,0,0.0,0,N,0,6,2010,WD ,Normal,100,6,1716.0,1,1.0,subclass50,AVE,OldTown_CLARK_AVE,160
527455090,128500,120,RL,24.0,2104,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,7,6,Gable,CompShg,Plywood,Brk Cmn,None,0.0,2,CBlock,3,3,1,536.0,0.0,300.0,GasA,2,Y,SBrkr,0.0,1.0,0,2,1,2,5,Typ,0,Attchd,1,1.0,3,Y,0,10,2009,WD ,Normal,33,33,1672.0,0,1.5,subclass120,ST,NPkVill_JOHNSON_ST,170
528112150,250000,20,RL,98.0,11428,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,2,PConc,4,3,1,0.0,0.0,1626.0,GasA,4,Y,SBrkr,0.0,0.0,0,3,1,3,7,Typ,1,Attchd,2,3.0,3,Y,0,5,2007,WD ,Normal,1,1,3260.0,0,2.0,subclass20,DR,NridgHt_WESTON_DR,44
534430080,142125,20,RL,68.0,9717,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,CBlock,3,3,2,49.0,1029.0,0.0,GasA,3,Y,FuseA,1.0,0.0,0,2,1,3,5,Typ,0,Attchd,1,1.0,3,Y,0,4,2010,WD ,Normal,60,14,2156.0,1,2.0,subclass20,DR,NAmes_MURRAY_DR,478
905101070,115400,20,RL,62.0,14299,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,3,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,CBlock,3,3,1,513.0,144.0,348.0,GasA,2,Y,SBrkr,1.0,0.0,0,3,1,2,5,Typ,0,Detchd,1,2.0,3,N,3,7,2007,WD ,Normal,43,43,2010.0,0,2.0,subclass20,ST,Sawyer_ONTARIO_ST,0
531451030,179200,120,RL,50.0,8012,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,ImStucc,None,0.0,2,PConc,4,3,1,430.0,0.0,1145.0,GasA,3,Y,SBrkr,1.0,0.0,0,2,1,3,5,Typ,0,Attchd,2,2.0,3,Y,0,7,2007,WD ,Normal,15,15,3150.0,0,3.0,subclass120,AVE,SawyerW_INDIANA_AVE,52
923225490,129400,20,RL,62.0,9858,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,CBlock,3,3,1,510.0,0.0,354.0,GasA,2,Y,SBrkr,1.0,0.0,0,3,1,2,5,Typ,0,Attchd,2,1.0,3,Y,2,11,2009,WD ,Normal,41,41,1738.0,0,2.0,subclass20,DR,Mitchel_HARCOURT_DR,33
531385060,190500,60,RL,65.0,8450,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,4,3,1,472.0,0.0,355.0,GasA,4,Y,SBrkr,1.0,0.0,1,3,1,3,7,Typ,0,Attchd,2,2.0,3,Y,0,9,2008,WD ,Normal,7,7,2504.0,0,3.5,subclass60,AVE,SawyerW_NEBRASKA_AVE,68
907290070,178000,20,RL,70.0,9100,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,4,3,1,0.0,0.0,1212.0,GasA,4,Y,SBrkr,0.0,0.0,0,3,1,3,6,Typ,0,Attchd,2,2.0,3,Y,0,6,2009,WD ,Normal,8,8,2424.0,0,2.0,subclass20,ST,CollgCr_WEBSTER_ST,356
908188120,130000,160,RM,24.0,2522,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,2,PConc,4,3,1,0.0,0.0,970.0,GasA,4,Y,SBrkr,0.0,0.0,0,3,1,3,7,Maj1,0,Detchd,1,2.0,3,Y,0,5,2006,WD ,Normal,2,2,2679.0,0,2.0,subclass160,DR,Edwards_MARIGOLD_DR,40
907181100,192000,20,RL,68.0,9017,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,4,3,4,560.0,0.0,871.0,GasA,4,Y,SBrkr,1.0,0.0,0,3,1,3,6,Typ,0,Attchd,3,2.0,3,Y,0,9,2009,WD ,Normal,10,10,2862.0,0,3.0,subclass20,DR,CollgCr_CERVANTES_DR,35
535457090,148000,20,RL,81.0,7635,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,2,CBlock,3,3,1,588.0,350.0,237.0,GasA,4,Y,SBrkr,0.0,0.0,1,3,1,2,6,Typ,0,Detchd,2,2.0,3,Y,0,6,2010,WD ,Normal,50,50,2350.0,0,1.5,subclass20,AVE,NAmes_MAXWELL_AVE,0
902204060,135500,190,RM,50.0,6000,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1Story,5,7,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,CBlock,3,3,4,576.0,0.0,384.0,GasA,2,Y,FuseA,1.0,0.0,0,3,1,2,5,Typ,0,Detchd,1,2.0,3,Y,0,6,2006,WD ,Normal,51,51,1920.0,0,2.0,subclass190,AVE,OldTown_STAFFORD_AVE,0
534429030,101800,90,RL,70.0,9842,Pave,No_Alley,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,Slab,0,0,0,0.0,0.0,0.0,GasA,2,Y,SBrkr,0.0,0.0,0,2,2,2,6,Typ,0,CarPort,1,2.0,3,Y,0,3,2007,WD ,Normal,45,45,1224.0,0,2.0,subclass90,AVE,NAmes_FERNDALE_AVE,0
902300020,184900,70,RM,0.0,10337,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,BrkTil,3,3,1,0.0,0.0,725.0,GasA,4,N,SBrkr,0.0,0.0,1,3,1,3,7,Typ,0,Detchd,1,2.0,3,Y,3,5,2007,WD ,Normal,97,8,2497.0,1,2.5,subclass70,ST,OldTown_9TH_ST,0
907254090,222500,60,RL,75.0,11404,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,2,PConc,4,3,4,252.0,0.0,901.0,GasA,4,Y,SBrkr,0.0,0.0,1,3,1,3,8,Typ,1,Attchd,3,2.0,3,Y,0,7,2008,WD ,Normal,10,9,3184.0,1,2.5,subclass60,BLVD,CollgCr_CLEMENS_BLVD,276
908127060,122000,50,RL,74.0,16287,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,3,3,1,130.0,105.0,666.0,GasA,2,Y,SBrkr,1.0,0.0,0,3,1,2,7,Typ,1,Detchd,1,2.0,3,N,0,7,2007,WD ,Normal,82,57,2252.0,1,2.0,subclass50,DR,Edwards_DOTSON_DR,143
534177180,240000,60,RL,90.0,10800,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,CBlock,3,3,1,956.0,182.0,384.0,GasA,2,Y,SBrkr,0.0,0.0,1,4,1,2,9,Typ,1,Attchd,2,2.0,3,Y,0,6,2008,WD ,Normal,34,11,4136.0,1,2.5,subclass60,AVE,NWAmes_FILLMORE_AVE,281
923400125,131300,85,RL,62.0,10441,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,5,Gable,CompShg,HdBoard,Wd Shng,None,0.0,2,PConc,4,3,4,337.0,0.0,575.0,GasA,2,Y,SBrkr,0.0,1.0,0,3,1,2,6,Typ,0,No_Garage,0,0.0,0,Y,3,7,2006,WD ,Normal,14,14,1882.0,0,1.5,subclass85,RD,Mitchel_KEN_MARIL_RD,112
528174060,196000,120,RL,34.0,5381,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,135.0,2,PConc,4,3,4,900.0,0.0,406.0,GasA,4,Y,SBrkr,1.0,0.0,0,1,1,3,5,Typ,1,Attchd,2,2.0,3,Y,0,8,2009,WD ,Normal,4,4,2612.0,0,3.0,subclass120,RD,NridgHt_HARRISON_RD,233
528172070,232698,20,RL,71.0,9254,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,2,PConc,4,3,1,119.0,0.0,1602.0,GasA,4,Y,SBrkr,1.0,0.0,0,3,1,3,7,Typ,0,Attchd,2,2.0,3,Y,0,1,2007,WD ,Normal,2,2,3442.0,0,3.0,subclass20,RD,NridgHt_HARRISON_RD,195
905229040,161500,50,RL,0.0,11250,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,CBlock,3,3,4,0.0,0.0,1104.0,GasA,4,Y,FuseA,1.0,0.0,0,5,1,2,8,Min2,2,Attchd,1,1.0,3,Y,0,11,2009,WD ,Normal,52,20,2892.0,1,2.0,subclass50,RD,ClearCr_ROSS_RD,120
535327160,116900,20,RL,70.0,8400,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,3,1,793.0,0.0,130.0,GasA,2,Y,SBrkr,1.0,0.0,0,3,1,2,5,Typ,2,Attchd,1,1.0,3,Y,2,3,2007,WD ,Normal,52,52,1848.0,0,2.0,subclass20,ST,NAmes_16TH_ST,81
535377090,143400,90,RL,64.0,6979,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,6,5,Gable,CompShg,Plywood,Plywood,None,0.0,2,CBlock,3,3,1,1056.0,0.0,0.0,GasA,3,Y,SBrkr,2.0,0.0,0,0,2,2,4,Typ,0,Detchd,1,2.0,3,Y,4,6,2010,WD ,Normal,30,30,2112.0,0,2.0,subclass90,ST,OldTown_15TH_ST,320
916403250,213500,80,RL,125.0,14419,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,Hip,CompShg,Plywood,Plywood,BrkFace,310.0,2,PConc,4,3,3,904.0,624.0,117.0,GasA,4,Y,SBrkr,2.0,0.0,1,3,1,3,7,Min1,1,Attchd,3,2.0,3,Y,0,7,2009,WD ,Normal,22,20,3124.0,1,4.5,subclass80,DR,Timber_GREEN_HILLS_DR,462
916475100,312500,20,RL,85.0,14331,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,2,PConc,5,3,3,1274.0,0.0,526.0,GasA,4,Y,SBrkr,1.0,0.0,0,3,1,3,7,Typ,1,Attchd,3,3.0,3,Y,0,5,2006,WD ,Normal,4,4,3600.0,0,3.0,subclass20,DR,Timber_SUNDOWN_DR,348
908275220,115000,20,RL,60.0,8172,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,WdShing,Plywood,None,0.0,2,CBlock,3,3,1,167.0,0.0,697.0,GasA,2,Y,SBrkr,1.0,0.0,0,2,1,2,5,Typ,0,Detchd,1,2.0,3,N,0,4,2006,WD ,Normal,51,16,1728.0,1,2.0,subclass20,RD,Edwards_HILLTOP_RD,0
528190010,207000,120,RM,59.0,8198,Pave,No_Alley,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,2,PConc,4,3,4,720.0,0.0,638.0,GasA,4,Y,SBrkr,1.0,0.0,0,2,1,3,6,Typ,1,Attchd,2,2.0,3,Y,0,7,2008,WD ,Normal,4,4,2716.0,0,3.0,subclass120,DR,NridgHt_FARNHAM_DR,222
907290180,144000,120,RM,0.0,4435,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,2,PConc,4,3,4,685.0,0.0,163.0,GasA,4,Y,SBrkr,1.0,0.0,0,1,1,3,4,Typ,0,Attchd,3,2.0,3,Y,0,6,2009,WD ,Normal,6,5,1696.0,1,2.0,subclass120,ST,CollgCr_TWAIN_ST,140
909101180,135900,190,RL,55.0,5687,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,PConc,3,2,1,210.0,0.0,570.0,GasA,4,N,SBrkr,1.0,0.0,0,6,1,1,9,Typ,0,No_Garage,0,0.0,0,N,0,3,2008,WD ,Normal,96,8,2496.0,1,3.0,subclass190,AVE,SWISU_S_HYLAND_AVE,184
923230190,130000,20,RL,50.0,6953,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,3,3,1,469.0,0.0,395.0,GasA,4,Y,SBrkr,0.0,0.0,0,3,1,2,5,Typ,0,Detchd,1,1.0,3,Y,0,6,2010,ConLD,Normal,39,6,1738.0,1,1.0,subclass20,DR,Mitchel_GARNET_DR,0
527453150,120000,120,RL,24.0,2280,Pave,No_Alley,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,6,Gable,CompShg,Plywood,Brk Cmn,None,0.0,2,CBlock,4,3,1,0.0,0.0,836.0,GasA,4,Y,SBrkr,0.0,0.0,0,2,1,2,4,Typ,0,Attchd,1,1.0,3,Y,0,6,2010,WD ,Normal,35,35,1672.0,0,1.0,subclass120,ST,NPkVill_KENNEDY_ST,30
923228420,81000,180,RM,21.0,1890,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,CBlock,4,3,4,495.0,0.0,135.0,GasA,3,Y,SBrkr,1.0,0.0,0,1,1,2,3,Typ,0,No_Garage,0,0.0,0,Y,0,6,2008,WD ,Normal,36,36,1260.0,0,2.0,subclass180,DR,MeadowV_HARCOURT_DR,88
905108090,156500,90,RL,0.0,9662,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,5,4,Gable,CompShg,Plywood,Plywood,None,0.0,2,CBlock,4,3,1,0.0,0.0,1967.0,GasA,2,Y,SBrkr,0.0,0.0,0,6,2,2,10,Typ,0,Attchd,3,2.0,3,Y,0,8,2006,WD ,Normal,29,29,3934.0,0,2.0,subclass90,ST,Sawyer_PHOENIX_ST,170
914453045,300000,20,RL,0.0,23730,Pave,No_Alley,IR2,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,668.0,2,PConc,5,3,2,700.0,0.0,1140.0,GasA,4,Y,SBrkr,1.0,0.0,0,3,1,3,7,Typ,0,Attchd,3,3.0,3,Y,0,9,2008,WD ,Normal,12,11,3872.0,1,4.0,subclass20,ST,Mitchel_CRYSTAL_ST,238
535302120,135000,90,RL,76.0,9482,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,657.0,2,PConc,3,3,1,0.0,0.0,1866.0,GasA,4,Y,SBrkr,0.0,0.0,0,4,2,2,8,Typ,0,Detchd,1,2.0,3,Y,0,12,2009,WD ,Normal,51,51,3732.0,0,2.0,subclass90,ST,NAmes_18TH_ST,0
535456110,134800,20,RL,60.0,7200,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,CBlock,3,3,2,234.0,486.0,180.0,GasA,2,Y,SBrkr,0.0,1.0,0,3,1,3,5,Typ,0,Detchd,1,2.0,3,Y,0,5,2010,WD ,Normal,59,10,1800.0,1,1.5,subclass20,AVE,NAmes_STAFFORD_AVE,254
527328020,147500,80,RL,0.0,10395,Pave,No_Alley,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,233.0,2,CBlock,4,3,4,605.0,0.0,427.0,GasA,2,Y,SBrkr,0.0,1.0,0,3,1,2,6,Typ,1,Attchd,1,2.0,3,Y,3,7,2007,WD ,Normal,29,29,2064.0,0,2.5,subclass80,RD,NWAmes_TOP_O_HOLLOW_RD,0
535380050,140000,50,RL,60.0,10930,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,CBlock,3,3,1,580.0,0.0,333.0,GasA,2,Y,FuseA,1.0,0.0,1,3,1,2,6,Typ,1,Attchd,1,1.0,3,Y,0,4,2008,WD ,Normal,63,58,2471.0,1,2.5,subclass50,AVE,NAmes_DUFF_AVE,0
923250210,113000,20,RL,100.0,21750,Pave,No_Alley,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,None,0.0,2,CBlock,3,3,1,0.0,0.0,988.0,GasA,4,Y,FuseA,0.0,0.0,0,2,1,2,4,Typ,0,Attchd,2,2.0,3,N,0,2,2008,WD ,Normal,54,54,1976.0,0,1.0,subclass20,AVE,Mitchel_S_DUFF_AVE,0
535454060,93500,90,RL,60.0,8544,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,Gable,CompShg,Stucco,Stone,None,0.0,2,CBlock,0,0,0,0.0,0.0,0.0,GasA,3,N,FuseF,0.0,0.0,0,2,2,2,6,Typ,0,Detchd,1,2.0,3,Y,0,7,2006,WD ,Normal,56,56,1040.0,0,2.0,subclass90,AVE,NAmes_CARROLL_AVE,0
534401200,161000,80,RL,80.0,9200,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,2,CBlock,3,3,3,494.0,0.0,548.0,GasA,2,Y,SBrkr,0.0,0.0,0,3,1,2,5,Typ,0,Attchd,2,2.0,3,Y,4,5,2007,WD ,Normal,42,42,2084.0,0,2.0,subclass80,DR,NAmes_COOLIDGE_DR,192
909250030,100000,50,RL,51.0,9839,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,2,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,3,2,1,0.0,0.0,894.0,GasA,4,Y,SBrkr,1.0,0.0,0,3,1,2,7,Typ,1,No_Garage,0,0.0,0,N,0,5,2010,WD ,Normal,79,60,2560.0,1,2.0,subclass50,ST,SWISU_KNAPP_ST,156
527375180,167900,20,RL,78.0,10140,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Plywood,Plywood,BrkFace,196.0,2,CBlock,3,3,1,888.0,0.0,228.0,GasA,4,Y,SBrkr,1.0,0.0,0,3,1,2,6,Typ,1,Attchd,2,2.0,3,Y,2,4,2009,WD ,Normal,35,35,2232.0,0,3.0,subclass20,DR,NWAmes_TRUMAN_DR,0
905376090,216000,20,RL,0.0,17541,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,4,2,300.0,0.0,109.0,GasA,4,Y,SBrkr,0.0,0.0,0,3,1,3,6,Typ,1,Detchd,1,2.0,3,Y,0,7,2007,WD ,Normal,59,2,1734.0,1,2.0,subclass20,ST,Edwards_WOODLAND_ST,42
534476100,135000,20,RL,80.0,9600,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,Stone,144.0,2,CBlock,3,3,1,996.0,0.0,60.0,GasA,4,Y,FuseA,1.0,0.0,0,3,1,2,7,Typ,0,Attchd,2,1.0,3,Y,0,5,2006,WD ,Normal,55,55,2272.0,0,2.0,subclass20,AVE,NAmes_MARSTON_AVE,0
528280100,199900,60,RL,0.0,11214,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,4,3,1,0.0,0.0,930.0,GasA,3,Y,SBrkr,0.0,0.0,1,4,1,3,10,Typ,1,Attchd,3,2.0,3,Y,0,7,2006,WD ,Normal,8,7,2816.0,1,2.5,subclass60,DR,Gilbert_WELBECK_DR,89
